id,carat,cut,color,clarity,depth,table,x,y,z,price
36404,2.01,Good,I,SI1,62.2,61.0,7.94,8.01,4.96,9.64
36405,0.51,Premium,I,VS2,62.9,55.0,5.12,5.08,3.21,7.072
36406,1.02,Ideal,G,VS2,62.5,57.0,6.41,6.45,4.02,8.757
36407,0.25,Very Good,D,VVS2,58.8,59.0,4.11,4.16,2.43,6.354
36408,0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,7.829
36409,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,9.476
36410,0.32,Ideal,D,VS2,62.2,55.0,4.37,4.41,2.73,6.631
36411,2.02,Very Good,I,VS2,58.8,57.0,8.21,8.29,4.85,9.59
36412,0.52,Ideal,G,VVS1,61.6,56.0,5.16,5.2,3.19,7.54
36413,0.7,Premium,H,SI1,61.1,58.0,5.73,5.69,3.49,7.776
36414,1.11,Premium,E,SI1,61.3,58.0,6.61,6.66,4.07,8.666
36415,0.51,Good,D,VS2,63.7,57.0,5.05,5.0,3.2,7.418
36416,0.41,Ideal,G,SI1,62.6,54.0,4.74,4.78,2.98,6.578
36417,0.3,Premium,D,VS2,62.2,60.0,4.28,4.3,2.67,6.565
36418,0.34,Very Good,G,SI1,61.2,54.0,4.53,4.56,2.78,6.284
36419,0.3,Ideal,E,VVS1,62.2,57.0,4.28,4.31,2.67,6.759
36420,2.01,Fair,G,SI2,63.8,59.0,7.77,7.87,4.99,9.602
36421,0.71,Ideal,D,SI1,61.7,57.0,5.7,5.75,3.53,7.977
36422,0.7,Premium,E,SI1,61.0,58.0,5.78,5.72,3.51,7.929
36423,0.31,Premium,F,IF,61.5,58.0,4.35,4.33,2.67,6.953
36424,0.52,Good,G,VS2,63.3,57.0,5.09,5.11,3.23,7.207
36425,0.77,Premium,F,VS1,62.7,58.0,5.82,5.88,3.67,8.119
36426,0.32,Fair,F,SI1,64.4,54.0,4.36,4.33,2.8,6.458
36427,1.2,Good,J,VS2,63.7,56.0,6.67,6.62,4.23,8.528
36428,0.78,Very Good,F,VS1,61.7,55.0,5.89,5.94,3.65,8.228
36429,0.91,Premium,H,VS1,59.2,62.0,6.2,6.14,3.65,8.264
36430,0.26,Very Good,D,VS2,59.6,63.0,4.13,4.16,2.47,6.04
36431,0.31,Premium,E,VS1,60.0,59.0,4.38,4.42,2.64,6.599
36432,0.37,Ideal,E,VS2,60.1,59.0,4.64,4.68,2.8,6.644
36433,0.37,Ideal,G,IF,60.5,56.0,4.66,4.7,2.83,6.831
36434,0.9,Very Good,H,SI2,61.5,59.0,6.15,6.2,3.8,8.073
36435,0.33,Ideal,F,VS2,62.3,55.0,4.47,4.42,2.77,6.75
36436,0.35,Premium,E,VVS1,61.0,58.0,4.56,4.52,2.77,7.018
36437,0.59,Very Good,F,SI1,63.4,54.0,5.35,5.4,3.41,7.601
36438,0.33,Ideal,H,IF,60.5,56.0,4.54,4.52,2.74,6.866
36439,0.52,Ideal,F,VS2,61.7,56.0,5.16,5.18,3.19,7.372
36440,0.31,Ideal,J,VS1,61.7,55.1,4.36,4.39,2.7,6.061
36441,0.79,Ideal,H,VS2,62.5,57.0,5.91,5.93,3.7,7.953
36442,0.4,Very Good,D,SI2,63.1,57.0,4.75,4.72,2.99,6.682
36443,0.55,Ideal,E,SI1,61.6,56.0,5.26,5.28,3.25,7.391
36444,1.12,Very Good,E,SI1,61.3,63.0,6.68,6.73,4.11,8.716
36445,0.7,Very Good,E,SI2,60.8,57.0,5.66,5.72,3.46,7.751
36446,0.32,Ideal,G,VVS1,62.1,54.0,4.4,4.43,2.74,6.687
36447,0.31,Ideal,F,VS2,61.9,55.0,4.39,4.37,2.71,6.687
36448,0.4,Premium,G,SI1,59.6,61.0,4.76,4.74,2.83,6.733
36449,0.32,Ideal,F,SI1,61.3,55.0,4.44,4.47,2.73,6.196
36450,1.29,Premium,I,SI1,62.0,59.0,7.03,6.98,4.34,8.723
36451,1.51,Ideal,G,SI1,61.1,57.0,7.46,7.4,4.54,9.347
36452,1.8,Ideal,I,VS1,62.4,54.0,7.77,7.8,4.86,9.613
36453,1.58,Ideal,I,SI1,62.3,55.0,7.42,7.49,4.64,9.155
36454,0.73,Fair,G,VS2,60.1,65.0,5.91,5.81,3.52,7.784
36455,0.33,Premium,G,VVS1,61.9,59.0,4.41,4.38,2.72,7.016
36456,0.27,Ideal,I,VS1,61.3,57.0,4.16,4.19,2.56,6.068
36457,0.52,Ideal,D,VS2,61.8,55.0,5.19,5.23,3.22,7.708
36458,0.5,Premium,F,VS1,60.6,59.0,5.19,5.14,3.13,7.475
36459,0.5,Good,D,SI1,63.2,57.0,5.02,5.07,3.19,7.27
36460,0.31,Good,H,VS1,64.1,55.0,4.25,4.27,2.73,6.165
36461,1.69,Good,E,VS1,63.8,56.0,7.51,7.57,4.81,9.764
36462,0.3,Ideal,H,VVS2,62.1,56.0,4.28,4.32,2.67,6.405
36463,1.51,Good,G,SI1,63.3,58.0,7.2,7.26,4.58,9.219
36464,0.62,Fair,E,SI2,58.2,60.0,5.7,5.51,3.26,7.269
36465,1.71,Ideal,H,VS2,62.5,57.0,7.59,7.63,4.76,9.506
36466,1.0,Premium,I,VS1,60.3,62.0,6.46,6.41,3.88,8.233
36467,1.51,Premium,I,VS2,61.8,59.0,7.36,7.4,4.56,9.138
36468,1.52,Fair,G,VS2,55.2,66.0,7.72,7.67,4.26,9.271
36469,1.71,Ideal,H,SI1,62.2,56.0,7.74,7.7,4.8,9.445
36470,0.31,Ideal,G,IF,62.5,56.0,4.33,4.37,2.71,6.77
36471,0.32,Ideal,D,VS2,61.9,57.0,4.39,4.37,2.71,6.879
36472,1.23,Ideal,D,VVS2,62.4,55.0,6.87,6.82,4.27,9.522
36473,1.2,Ideal,G,VVS2,61.0,56.0,6.86,6.88,4.19,9.353
36474,1.0,Good,H,SI1,57.9,54.0,6.68,6.62,3.85,8.405
36475,0.79,Premium,E,VS2,60.6,53.0,6.04,5.98,3.64,7.964
36476,0.72,Premium,D,SI1,61.4,59.0,5.71,5.79,3.53,7.991
36477,0.7,Premium,H,SI1,62.8,57.0,5.66,5.61,3.54,7.754
36478,0.55,Very Good,D,VS2,58.5,58.4,5.39,5.42,3.16,7.588
36479,1.52,Very Good,F,SI2,62.1,58.0,7.26,7.34,4.53,9.165
36480,1.21,Ideal,F,SI2,61.8,57.0,6.82,6.87,4.23,8.699
36481,0.28,Very Good,G,VVS1,61.9,55.0,4.18,4.2,2.6,6.373
36482,0.76,Ideal,H,VVS1,62.1,56.0,5.81,5.89,3.63,8.121
36483,1.0,Premium,E,SI1,61.6,59.0,6.38,6.41,3.94,8.613
36484,1.23,Very Good,E,VVS2,60.4,62.0,6.88,6.93,4.17,9.321
36485,0.76,Ideal,I,SI1,61.9,56.0,5.85,5.88,3.63,7.766
36486,0.35,Ideal,D,SI1,62.3,55.0,4.52,4.56,2.83,6.468
36487,0.5,Premium,E,SI2,61.4,58.0,5.11,5.09,3.13,7.123
36488,0.41,Ideal,E,VS2,62.0,56.0,4.72,4.79,2.95,6.841
36489,0.52,Ideal,E,VS2,61.5,56.0,5.14,5.17,3.17,7.405
36490,2.01,Very Good,I,SI1,58.9,63.0,8.22,8.16,4.82,9.625
36491,1.51,Premium,J,VS1,61.8,61.0,7.26,7.21,4.47,9.051
36492,0.24,Ideal,G,IF,61.8,55.0,3.99,4.02,2.47,6.326
36493,1.05,Ideal,G,SI2,62.7,57.0,6.45,6.51,4.06,8.542
36494,1.5,Good,J,VS2,63.6,58.0,7.2,7.23,4.59,8.879
36495,1.0,Very Good,D,SI2,62.5,58.0,6.35,6.44,4.0,8.447
36496,0.54,Good,F,VS2,60.6,61.0,5.22,5.3,3.19,7.354
36497,0.73,Very Good,G,VS1,62.0,57.0,5.75,5.8,3.58,7.946
36498,0.35,Ideal,D,SI1,61.6,56.0,4.49,4.53,2.78,6.468
36499,0.41,Premium,E,SI2,61.3,59.0,4.8,4.85,2.96,6.526
36500,0.5,Very Good,E,SI1,62.4,58.0,5.06,5.01,3.14,6.994
36501,0.71,Very Good,E,VS2,62.7,59.0,5.65,5.7,3.56,7.948
36502,0.41,Ideal,F,VS1,62.0,56.0,4.81,4.77,2.97,6.981
36503,0.51,Ideal,F,VS1,60.9,56.0,5.17,5.2,3.16,7.643
36504,1.25,Ideal,D,VS1,61.7,56.0,6.92,7.01,4.3,9.253
36505,0.39,Very Good,G,IF,63.5,56.0,4.67,4.65,2.96,7.148
36506,0.9,Premium,D,SI2,58.7,58.0,6.3,6.28,3.69,8.183
36507,0.8,Ideal,D,SI1,62.2,57.0,5.89,5.85,3.65,8.01
36508,0.32,Ideal,F,VS2,61.1,57.0,4.4,4.44,2.7,6.469
36509,0.74,Very Good,D,SI1,63.9,57.0,5.72,5.74,3.66,7.966
36510,0.73,Ideal,H,IF,61.6,55.0,5.8,5.82,3.58,8.125
36511,1.01,Premium,H,VS2,59.1,58.0,6.58,6.59,3.89,8.55
36512,0.31,Very Good,G,VS2,63.2,58.0,4.3,4.28,2.71,6.479
36513,0.59,Very Good,F,SI1,63.1,57.0,5.39,5.36,3.39,7.661
36514,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,8.009
36515,1.21,Premium,H,SI1,60.5,59.0,6.96,6.89,4.19,8.79
36516,0.3,Good,D,VVS2,61.6,63.0,4.23,4.27,2.62,6.578
36517,0.9,Good,H,SI1,64.4,58.0,6.04,6.08,3.9,8.15
36518,0.42,Ideal,F,SI2,62.1,56.0,4.83,4.8,2.99,6.746
36519,0.56,Ideal,D,VS2,61.5,57.0,5.28,5.33,3.26,7.582
36520,1.01,Very Good,E,SI1,62.8,59.0,6.41,6.45,4.04,8.597
36521,0.36,Ideal,E,VS1,62.0,56.0,4.59,4.57,2.84,6.998
36522,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8.935
36523,1.03,Ideal,F,IF,62.3,57.0,6.44,6.49,4.03,9.477
36524,0.59,Premium,D,VVS2,62.6,58.0,5.34,5.4,3.36,7.83
36525,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,8.268
36526,0.61,Good,I,VS2,63.4,55.0,5.42,5.46,3.45,7.172
36527,1.2,Very Good,J,VS2,63.1,56.0,6.77,6.71,4.25,8.35
36528,1.5,Ideal,F,VS2,60.2,57.0,7.43,7.39,4.46,9.522
36529,0.41,Ideal,I,VS2,61.5,55.0,4.79,4.83,2.96,6.526
36530,0.46,Very Good,E,VS2,58.9,59.4,5.05,5.1,2.99,7.204
36531,0.54,Very Good,H,SI1,63.3,57.0,5.22,5.15,3.28,7.123
36532,1.01,Ideal,G,VVS2,62.0,58.0,6.36,6.39,3.95,8.936
36533,0.72,Ideal,E,SI1,62.6,57.0,5.69,5.74,3.58,7.912
36534,2.1,Very Good,H,SI2,63.0,57.0,8.08,8.13,5.11,9.71
36535,0.3,Ideal,F,VVS1,62.2,56.0,4.27,4.31,2.67,6.702
36536,0.44,Premium,F,SI1,60.9,58.0,4.96,4.92,3.01,6.93
36537,0.41,Premium,G,VS1,62.1,60.0,4.72,4.78,2.95,6.801
36538,0.73,Ideal,D,VS2,61.4,56.0,5.81,5.78,3.56,8.151
36539,1.01,Premium,H,SI1,62.1,60.0,6.43,6.39,3.98,8.398
36540,0.3,Ideal,H,VS1,62.2,57.0,4.3,4.28,2.67,6.515
36541,0.51,Very Good,G,VS2,62.9,58.0,5.06,5.11,3.2,7.271
36542,0.72,Good,E,SI1,63.9,58.0,5.72,5.64,3.63,7.743
36543,2.02,Very Good,E,SI1,59.8,59.0,8.11,8.2,4.88,9.838
36544,0.32,Very Good,D,SI1,58.3,58.0,4.49,4.54,2.63,6.378
36545,0.31,Premium,G,VVS1,61.1,58.0,4.32,4.35,2.65,6.704
36546,0.5,Premium,F,VS1,61.3,59.0,5.15,5.09,3.14,7.516
36547,0.9,Very Good,G,VS2,61.5,60.0,6.13,6.16,3.78,8.386
36548,0.26,Ideal,G,VVS2,62.7,53.0,4.09,4.11,2.57,6.242
36549,1.12,Ideal,G,SI2,61.3,55.0,6.74,6.7,4.12,8.515
36550,2.01,Ideal,J,SI2,60.8,57.0,8.15,8.13,4.95,9.492
36551,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,8.342
36552,0.53,Ideal,F,VS2,61.8,55.0,5.23,5.19,3.22,7.469
36553,1.01,Ideal,E,SI2,62.4,56.0,6.43,6.39,4.0,8.478
36554,0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,6.666
36555,1.0,Fair,I,SI2,66.8,56.0,6.22,6.12,4.13,7.917
36556,0.82,Premium,I,IF,61.2,60.0,6.03,5.99,3.68,8.078
36557,0.3,Good,G,IF,63.5,55.0,4.26,4.28,2.71,6.797
36558,0.4,Ideal,F,VVS2,62.8,57.0,4.73,4.66,2.95,7.059
36559,1.02,Premium,G,SI1,62.6,59.0,6.43,6.38,4.01,8.4
36560,0.9,Ideal,F,SI1,60.7,57.0,6.25,6.21,3.78,8.372
36561,1.34,Ideal,E,VVS2,62.6,54.0,7.05,7.07,4.42,9.588
36562,0.35,Ideal,E,VS2,62.5,55.0,4.5,4.52,2.82,6.642
36563,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,8.963
36564,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,6.378
36565,0.41,Ideal,F,VVS1,62.3,53.0,4.77,4.8,2.98,7.166
36566,2.0,Very Good,J,SI2,62.1,63.0,7.96,7.85,4.91,9.09
36567,0.38,Very Good,J,IF,60.9,61.0,4.66,4.73,2.86,6.718
36568,0.3,Ideal,I,SI1,61.3,56.0,4.32,4.33,2.65,5.976
36569,0.54,Good,E,VVS1,60.3,61.0,5.3,5.32,3.2,7.9
36570,0.7,Very Good,F,VS2,61.7,63.0,5.64,5.61,3.47,7.924
36571,0.34,Very Good,D,SI1,59.8,61.0,4.5,4.53,2.7,6.439
36572,2.26,Very Good,D,SI2,61.6,61.0,8.47,8.38,5.19,9.8
36573,0.65,Ideal,J,SI1,61.9,54.0,5.6,5.62,3.47,7.102
36574,0.37,Ideal,H,SI1,61.1,55.0,4.64,4.69,2.85,6.314
36575,1.06,Ideal,D,VS2,62.5,54.0,6.53,6.6,4.1,8.833
36576,0.33,Premium,I,IF,62.0,58.0,4.46,4.44,2.76,6.792
36577,1.25,Ideal,I,SI1,61.0,56.0,6.97,7.02,4.27,8.757
36578,2.0,Ideal,E,SI1,62.6,57.0,8.08,8.01,5.04,9.72
36579,0.75,Very Good,E,SI1,61.1,59.0,5.85,5.9,3.59,8.008
36580,0.77,Good,H,SI2,58.6,64.0,6.01,5.93,3.5,7.724
36581,0.53,Ideal,D,SI2,61.6,55.0,5.21,5.24,3.22,7.182
36582,1.05,Ideal,G,VS1,62.0,56.0,6.53,6.47,4.03,8.863
36583,0.72,Ideal,I,VS2,62.2,56.0,5.69,5.75,3.56,7.828
36584,0.9,Very Good,E,VS2,62.8,57.0,6.13,6.16,3.86,8.394
36585,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,8.754
36586,1.05,Ideal,E,VVS2,61.3,56.0,6.55,6.59,4.03,9.195
36587,1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,9.088
36588,0.81,Ideal,E,SI2,62.1,57.0,5.97,5.91,3.69,8.023
36589,1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,8.766
36590,0.24,Very Good,F,VVS1,60.4,56.0,4.05,4.07,2.45,6.41
36591,0.31,Premium,E,SI1,58.7,60.0,4.48,4.45,2.62,6.479
36592,0.7,Fair,G,VVS2,64.5,61.0,5.43,5.52,3.53,7.861
36593,0.55,Ideal,G,SI2,61.8,55.0,5.27,5.32,3.27,7.113
36594,0.3,Ideal,D,VVS2,62.0,53.0,4.33,4.35,2.69,6.702
36595,2.01,Premium,I,SI2,63.0,56.0,8.05,7.96,5.05,9.334
36596,0.51,Premium,D,VS2,60.9,58.0,5.14,5.18,3.14,7.376
36597,1.19,Very Good,H,VS2,60.5,59.0,6.97,7.0,4.17,8.822
36598,0.71,Ideal,G,SI1,61.6,57.0,5.72,5.76,3.53,7.915
36599,0.37,Premium,J,VS2,61.1,60.0,4.6,4.63,2.82,6.118
36600,0.52,Ideal,H,SI2,60.5,56.0,5.25,5.23,3.17,6.863
36601,0.5,Very Good,G,VVS2,61.6,58.0,5.07,5.09,3.13,7.487
36602,0.81,Ideal,E,SI2,61.4,57.0,6.0,5.97,3.68,7.891
36603,0.26,Very Good,E,VVS2,62.6,58.0,4.07,4.11,2.56,6.392
36604,1.14,Good,E,SI1,60.9,64.0,6.78,6.68,4.09,8.683
36605,1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,9.368
36606,0.74,Very Good,D,VS2,62.2,59.0,5.8,5.84,3.62,8.16
36607,0.8,Very Good,F,VS1,62.6,57.0,5.9,5.98,3.72,8.221
36608,1.07,Premium,H,SI1,60.0,60.0,6.65,6.61,3.98,8.541
36609,0.5,Very Good,E,VVS1,62.1,56.0,5.06,5.11,3.16,7.672
36610,0.91,Premium,F,SI2,61.7,58.0,6.22,6.29,3.86,8.191
36611,0.51,Good,E,VS2,61.1,65.0,5.14,5.11,3.13,7.261
36612,1.2,Very Good,H,VVS1,63.3,56.0,6.75,6.7,4.26,8.806
36613,0.41,Very Good,H,VVS2,62.2,58.0,4.71,4.74,2.94,6.801
36614,0.38,Ideal,E,VVS2,61.8,54.2,4.66,4.69,2.89,6.978
36615,1.01,Premium,G,VVS2,59.4,58.0,6.53,6.51,3.93,8.905
36616,0.59,Ideal,F,VVS2,61.7,56.0,5.38,5.41,3.33,7.844
36617,0.9,Ideal,I,VS1,62.4,56.0,6.14,6.19,3.85,8.26
36618,0.71,Fair,E,SI2,64.8,63.0,5.63,5.51,3.61,7.602
36619,0.71,Ideal,F,VS1,61.7,55.0,5.73,5.77,3.55,8.02
36620,1.9,Ideal,H,VS2,61.7,55.0,7.9,7.81,4.85,9.429
36621,1.56,Very Good,H,SI2,58.7,63.0,7.73,7.55,4.49,8.934
36622,0.31,Premium,I,VVS2,59.4,59.0,4.44,4.41,2.63,6.548
36623,0.33,Ideal,D,VS2,61.8,56.0,4.48,4.45,2.76,6.91
36624,0.81,Ideal,I,SI2,61.7,59.0,5.92,6.0,3.68,7.777
36625,0.32,Very Good,G,SI2,63.4,55.0,4.35,4.32,2.75,6.292
36626,0.55,Very Good,E,VS2,62.3,61.0,5.16,5.21,3.23,7.42
36627,0.38,Ideal,F,VVS1,62.4,54.0,4.66,4.7,2.92,6.999
36628,0.65,Ideal,D,VVS1,60.9,57.0,5.58,5.61,3.41,8.528
36629,0.31,Ideal,F,VS2,61.3,57.0,4.3,4.34,2.65,6.438
36630,1.52,Ideal,I,VVS1,61.9,56.0,7.34,7.37,4.55,9.303
36631,1.46,Fair,H,SI2,56.3,60.0,7.61,7.55,4.27,8.652
36632,0.33,Ideal,E,VVS2,61.6,55.0,4.43,4.47,2.74,6.821
36633,1.11,Fair,H,SI2,64.4,58.0,6.55,6.5,4.2,8.224
36634,0.41,Ideal,G,VS2,62.4,55.0,4.76,4.73,2.96,6.967
36635,0.71,Very Good,E,SI1,59.3,59.0,5.83,5.87,3.47,7.859
36636,0.49,Good,F,VS1,59.5,62.0,5.09,5.22,3.06,7.075
36637,1.8,Ideal,F,SI1,61.8,57.0,7.79,7.83,4.83,9.703
36638,1.1,Very Good,I,SI1,61.2,61.0,6.61,6.66,4.01,8.442
36639,0.42,Premium,E,SI2,60.1,58.0,4.91,4.87,2.94,6.731
36640,1.1,Ideal,G,VVS2,60.5,56.0,6.76,6.7,4.07,9.129
36641,1.0,Ideal,I,SI2,58.8,55.0,6.53,6.46,3.82,8.197
36642,0.23,Very Good,E,VVS2,61.9,60.0,3.93,3.96,2.44,6.225
36643,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,7.598
36644,0.33,Ideal,E,IF,60.8,57.0,4.44,4.47,2.71,6.984
36645,1.0,Premium,F,VVS1,61.0,60.0,6.39,6.43,3.91,9.182
36646,1.52,Fair,I,SI2,64.7,58.0,7.19,7.22,4.66,8.84
36647,1.01,Good,E,VS2,58.9,62.0,6.55,6.63,3.88,8.782
36648,1.03,Fair,G,SI1,66.1,56.0,6.26,6.2,4.12,8.024
36649,0.9,Premium,G,SI1,61.0,60.0,6.17,6.12,3.75,8.263
36650,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,7.121
36651,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,6.654
36652,0.32,Very Good,D,SI1,62.9,56.0,4.38,4.4,2.76,6.31
36653,1.24,Premium,D,SI2,60.6,59.0,6.99,6.96,4.23,8.5
36654,0.97,Very Good,F,SI2,59.9,59.0,6.38,6.45,3.84,8.31
36655,1.01,Very Good,E,VS1,62.6,57.0,6.28,6.37,3.96,8.896
36656,1.07,Good,I,VS2,63.8,60.0,6.41,6.38,4.08,8.341
36657,0.31,Good,H,VVS1,63.1,57.0,4.25,4.31,2.7,6.561
36658,0.36,Ideal,I,VVS2,61.5,57.0,4.55,4.58,2.8,6.485
36659,0.5,Ideal,F,SI2,60.9,57.0,5.15,5.1,3.12,6.998
36660,0.7,Very Good,G,SI1,62.1,56.0,5.64,5.67,3.51,7.685
36661,0.38,Good,E,VVS1,62.4,64.0,4.59,4.61,2.87,6.807
36662,0.3,Ideal,F,VS2,62.8,55.0,4.33,4.27,2.7,6.654
36663,0.3,Premium,H,VVS2,60.6,58.0,4.35,4.33,2.63,6.654
36664,1.01,Premium,D,VVS2,62.4,58.0,6.39,6.44,4.0,9.281
36665,1.2,Premium,F,SI1,60.1,59.0,6.92,6.85,4.14,8.893
36666,0.58,Very Good,I,VVS1,63.0,57.0,5.31,5.35,3.36,7.49
36667,1.14,Premium,H,SI1,60.7,58.0,6.76,6.82,4.12,8.518
36668,0.51,Ideal,D,VS2,61.9,57.0,5.15,5.09,3.17,7.54
36669,0.71,Premium,H,VS2,61.3,59.0,5.74,5.77,3.53,7.768
36670,0.25,Ideal,G,VVS1,62.6,55.0,4.03,4.04,2.52,6.366
36671,1.01,Ideal,F,SI2,62.7,57.0,6.43,6.37,4.01,8.298
36672,2.06,Premium,G,SI1,61.5,58.0,8.2,8.15,5.03,9.822
36673,2.58,Very Good,D,SI2,58.9,63.0,9.08,9.01,5.33,9.599
36674,1.61,Premium,I,SI1,62.0,58.0,7.46,7.51,4.64,9.103
36675,0.4,Ideal,E,VVS1,61.3,56.0,4.78,4.75,2.92,7.509
36676,1.36,Premium,E,SI2,61.1,58.0,7.21,7.13,4.38,8.946
36677,1.1,Premium,G,SI2,63.0,59.0,6.5,6.47,0.0,8.215
36678,0.3,Very Good,G,VVS1,62.8,55.0,4.28,4.31,2.7,6.454
36679,0.7,Fair,G,VS2,64.9,57.0,5.55,5.54,3.6,7.816
36680,1.56,Premium,J,VS1,61.1,59.0,7.49,7.52,4.58,9.027
36681,2.01,Premium,H,SI1,60.6,59.0,8.23,8.17,4.97,9.502
36682,0.77,Fair,F,VS1,66.8,57.0,5.66,5.76,3.82,8.017
36683,0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,6.109
36684,0.73,Premium,D,VS2,59.8,58.0,5.85,5.89,3.51,8.104
36685,0.5,Fair,E,SI2,68.6,56.0,4.87,4.75,3.3,6.77
36686,1.0,Ideal,D,SI1,62.7,56.0,6.39,6.43,4.02,8.658
36687,1.51,Ideal,E,SI2,62.5,57.0,7.29,7.34,4.57,9.231
36688,0.63,Premium,F,VS2,61.5,59.0,5.53,5.5,3.39,7.552
36689,1.3,Premium,F,SI1,61.1,53.0,7.17,7.04,4.34,9.019
36690,0.9,Very Good,D,VS2,63.0,62.0,6.06,6.13,3.84,8.448
36691,1.33,Ideal,I,SI1,61.6,57.0,7.06,7.1,4.36,8.926
36692,1.11,Ideal,G,SI1,62.6,57.0,6.64,6.59,4.14,8.529
36693,0.31,Ideal,G,VS2,59.6,57.0,4.4,4.43,2.63,6.299
36694,2.01,Premium,E,SI2,61.2,58.0,8.07,8.05,4.93,9.612
36695,0.32,Ideal,G,VS1,61.7,55.0,4.43,4.39,2.72,6.719
36696,1.0,Good,D,I1,57.8,62.0,6.51,6.47,3.75,7.885
36697,0.77,Good,H,SI1,57.2,65.0,6.08,6.02,3.46,7.807
36698,0.31,Ideal,E,VS2,61.9,55.0,4.34,4.39,2.7,6.522
36699,0.75,Premium,D,SI1,58.9,60.0,5.99,5.97,3.52,8.041
36700,1.01,Premium,H,VS1,61.6,57.0,6.47,6.38,3.96,8.546
36701,0.58,Very Good,D,VVS2,63.0,56.0,5.28,5.35,3.35,7.783
36702,0.54,Ideal,G,SI1,62.4,56.0,5.2,5.22,3.25,7.208
36703,0.26,Very Good,F,VVS2,59.2,60.0,4.19,4.22,2.49,6.317
36704,0.42,Premium,E,SI1,60.0,61.0,4.88,4.85,2.92,6.86
36705,1.08,Good,D,SI1,63.8,59.0,6.39,6.47,4.1,8.669
36706,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,6.525
36707,1.52,Good,H,SI1,63.8,60.0,7.3,7.24,4.64,9.218
36708,1.25,Good,F,SI2,59.0,61.0,7.01,7.06,4.15,8.705
36709,0.33,Very Good,G,VVS2,61.5,62.0,4.39,4.43,2.71,6.554
36710,1.2,Ideal,H,SI1,61.1,56.0,6.92,6.87,4.21,8.849
36711,0.5,Ideal,F,SI2,62.0,58.0,5.08,5.11,3.16,6.999
36712,0.53,Ideal,D,VS2,61.7,55.0,5.2,5.24,3.22,7.451
36713,0.32,Premium,E,VVS2,61.1,58.0,4.45,4.42,2.71,6.985
36714,1.5,Very Good,G,VS1,63.4,59.0,7.25,7.19,4.58,9.393
36715,0.38,Premium,H,VVS1,61.2,60.0,4.68,4.7,2.87,6.874
36716,0.63,Premium,E,VVS2,62.1,57.0,5.48,5.41,3.38,7.933
36717,0.63,Ideal,D,VVS2,62.6,56.0,5.47,5.49,3.43,7.994
36718,1.01,Very Good,H,SI1,63.5,57.0,6.31,6.35,4.02,8.447
36719,1.04,Premium,E,SI2,62.4,57.0,6.51,6.43,4.04,8.495
36720,1.01,Fair,H,VS1,67.1,59.0,6.16,6.09,4.11,8.21
36721,0.33,Premium,F,VS2,62.4,57.0,4.43,4.39,2.75,6.75
36722,0.43,Ideal,E,VS1,63.0,55.0,4.85,4.87,3.06,6.998
36723,0.23,Ideal,I,VVS1,63.0,56.0,3.94,3.9,2.47,6.026
36724,0.54,Premium,H,VVS2,60.6,60.0,5.31,5.29,3.21,7.488
36725,0.81,Premium,J,VS1,61.7,61.0,5.94,5.9,3.65,7.762
36726,0.42,Premium,H,VS1,61.6,58.0,4.79,4.82,2.96,6.742
36727,0.3,Ideal,E,VVS2,62.3,57.0,4.29,4.31,2.68,6.641
36728,0.5,Ideal,F,SI1,61.0,56.0,5.15,5.17,3.15,7.159
36729,0.3,Good,E,SI1,63.7,58.0,4.24,4.27,2.71,6.265
36730,0.31,Ideal,D,VVS2,61.0,55.0,4.38,4.41,2.68,6.979
36731,0.35,Premium,G,IF,62.2,58.0,4.52,4.45,2.79,7.018
36732,0.29,Very Good,G,VVS1,61.6,56.0,4.24,4.27,2.62,6.409
36733,2.05,Ideal,J,SI2,61.6,55.0,8.18,8.11,5.02,9.446
36734,1.7,Premium,I,VS2,62.0,59.0,7.6,7.55,4.7,9.299
36735,0.31,Ideal,H,VS2,62.1,55.0,4.35,4.32,2.69,6.443
36736,1.24,Premium,F,VVS2,62.0,55.0,6.95,6.88,4.29,9.326
36737,0.55,Very Good,E,VS2,61.4,57.0,5.27,5.29,3.24,7.488
36738,0.3,Ideal,F,VS1,61.7,56.0,4.34,4.32,2.67,6.594
